timestamp,subestacao_id,tensao_kv,corrente_a,potencia_mw,temperatura_c,status_alarme,operador_id,_flags,tensao_kv_norm,corrente_a_norm,potencia_mw_norm,temperatura_c_norm,hora,dia_semana,mes,semana_ano,is_weekend,hora_seno,hora_cosseno
2024-01-01 16:30:00,SE_08,144.136,432.75,99.824,43.5,OK,OP014,,0.9597816230920362,0.46193952660444537,0.6016699094177221,0.5442307692307693,16,0,1,1,0,-0.8660254037844384,-0.5000000000000004
2024-01-01 17:00:00,SE_03,141.307,493.9,90.687,44.3,OK,OP010,,0.7460140547075707,0.609033724622342,0.5428043139326624,0.5688461538461538,17,0,1,1,0,-0.9659258262890683,-0.25881904510252063
2024-01-01 17:30:00,SE_08,141.156,635.26,77.903,37.6,OK,OP010,,0.7346040501737967,0.9490702876936402,0.4604427321573529,0.36269230769230765,17,0,1,1,0,-0.9659258262890683,-0.25881904510252063
2024-01-01 18:00:00,SE_04,142.31,520.57,94.569,42.3,OK,OP001,,0.8218036874716645,0.673187481959011,0.5678142998878996,0.5073076923076922,18,0,1,1,0,-1.0,-1.8369701987210297e-16
2024-01-01 18:30:00,SE_07,137.673,473.06,96.275,41.9,OK,OP011,,0.47141831645761023,0.5589038295006256,0.5788052932005309,0.4949999999999999,18,0,1,1,0,-1.0,-1.8369701987210297e-16
2024-01-01 19:00:00,SE_06,137.98,425.94,84.17,45.5,OK,OP006,,0.49461614024482436,0.4455583084768594,0.5008182040742697,0.6057692307692308,19,0,1,1,0,-0.9659258262890684,0.2588190451025203
2024-01-01 19:30:00,SE_07,139.25,437.39,83.051,35.1,OK,OP010,,0.5905810790388415,0.47310088521119986,0.4936089886482238,0.2857692307692308,19,0,1,1,0,-0.9659258262890684,0.2588190451025203
2024-01-01 20:00:00,SE_05,140.483,422.16,132.771,58.3125,OK,OP005,,0.6837501889073607,0.4364656499567018,0.8139326624489427,1.0,20,0,1,1,0,-0.8660254037844386,0.5000000000000001
2024-01-01 20:30:00,SE_05,133.603,427.01,98.387,47.0,OK,OP014,,0.16387713465316978,0.4481321562590205,0.592411962530119,0.651923076923077,20,0,1,1,0,-0.8660254037844386,0.5000000000000001
2024-01-01 21:00:00,SE_02,140.291,526.07,68.362,58.3125,OK,OP002,,0.6692421036723601,0.6864175406523624,0.39897434575886814,1.0,21,0,1,1,0,-0.7071067811865477,0.7071067811865474
2024-01-01 21:30:00,SE_07,142.04,443.09,89.63,40.5,OK,OP014,,0.8014016926099448,0.4868120369479457,0.5359945367161024,0.45192307692307687,21,0,1,1,0,-0.7071067811865477,0.7071067811865474
2024-01-01 22:00:00,SE_02,134.789,429.12,95.343,33.2,CRITICO,OP014,,0.25349478615686927,0.4532076878668335,0.5728008349547089,0.22730769230769243,22,0,1,1,0,-0.5000000000000004,0.8660254037844384
2024-01-01 22:30:00,SE_02,142.119,369.28,120.094,35.5,CRITICO,OP012,,0.8073711651805962,0.3092646492831712,0.7322604337125849,0.29807692307692313,22,0,1,1,0,-0.5000000000000004,0.8660254037844384
2024-01-01 23:00:00,SE_01,136.103,457.72,129.874,39.5,OK,OP006,,0.3527844944839078,0.5220039930722603,0.7952685899831204,0.4211538461538462,23,0,1,1,0,-0.25881904510252157,0.9659258262890681
2024-01-01 23:30:00,SE_06,138.709,490.96,86.049,44.4,AVISO,OP008,,0.5497015263714697,0.6019616568844416,0.5129237588424024,0.571923076923077,23,0,1,1,0,-0.25881904510252157,0.9659258262890681
2024-01-02 00:00:00,SE_08,138.82,434.16,79.737,42.3,OK,OP007,,0.5580890131479528,0.46533123256037723,0.47225837209601973,0.5073076923076922,0,1,1,1,0,0.0,1.0
2024-01-02 00:30:00,SE_02,135.745,430.73,92.285,46.9,OK,OP004,,0.3257329605561452,0.4570804868661599,0.5530995116545762,0.6488461538461539,0,1,1,1,0,0.0,1.0
2024-01-02 01:00:00,SE_04,135.065,350.44,130.662,28.5,CRITICO,OP006,,0.27435015868218393,0.2639456845954007,0.8003453207746525,0.08269230769230762,1,1,1,1,0,0.25881904510252074,0.9659258262890683
2024-01-02 01:30:00,SE_04,142.953,316.9,108.242,42.1,OK,OP014,,0.8703906604201315,0.18326638121812744,0.6559033101830973,0.5011538461538463,1,1,1,1,0,0.25881904510252074,0.9659258262890683
2024-01-02 02:00:00,SE_07,135.961,389.98,104.347,45.6,OK,OP014,,0.34205455644552174,0.35905777927451166,0.6308095710549033,0.6088461538461538,2,1,1,1,0,0.49999999999999994,0.8660254037844387
2024-01-02 02:30:00,SE_03,137.424,588.74,81.659,39.2,OK,OP003,,0.45260314341846986,0.837168045800058,0.4846409565900862,0.41192307692307706,2,1,1,1,0,0.49999999999999994,0.8660254037844387
2024-01-02 03:00:00,SE_03,143.863,563.3,92.163,45.3,OK,OP007,,0.9391529393985198,0.7759730106802657,0.5523135203391358,0.5996153846153844,3,1,1,1,0,0.7071067811865475,0.7071067811865476
2024-01-02 03:30:00,SE_04,138.908,466.54,90.725,45.4,OK,OP014,,0.5647385522139956,0.5432201962859619,0.5430491308997667,0.6026923076923076,3,1,1,1,0,0.7071067811865475,0.7071067811865476
2024-01-02 04:00:00,SE_06,135.345,456.89,89.352,43.2,OK,OP008,,0.29550778298322733,0.5200074569421725,0.5342035073251814,0.5350000000000001,4,1,1,1,0,0.8660254037844386,0.5000000000000001
2024-01-02 04:30:00,SE_05,134.508,349.67,81.986,48.6,OK,OP010,,0.23226159891189724,0.2620934763783316,0.4867476710175367,0.7011538461538462,4,1,1,1,0,0.8660254037844386,0.5000000000000001
2024-01-02 05:00:00,SE_01,142.339,310.37,98.747,43.1,OK,OP011,,0.8239950128457014,0.16755869335129403,0.5947312811658442,0.5319230769230769,5,1,1,1,0,0.9659258262890683,0.25881904510252074
2024-01-02 05:30:00,SE_05,139.305,536.9,100.596,38.2,AVISO,OP007,,0.5947370409551169,0.7124687289521795,0.6066435593809997,0.3811538461538462,5,1,1,1,0,0.9659258262890683,0.25881904510252074
2024-01-02 06:00:00,SE_06,132.953,451.42,82.2,48.9,OK,OP011,,0.11476122109717757,0.5068495622053305,0.48812637709543993,0.7103846153846154,6,1,1,1,0,1.0,6.123233995736766e-17
2024-01-02 06:30:00,SE_04,134.257,468.79,74.196,39.0,OK,OP006,,0.21329529998489072,0.548632493024151,0.4365601927611488,0.4057692307692309,6,1,1,1,0,1.0,6.123233995736766e-17
2024-01-02 07:00:00,SE_02,138.04,438.5,78.737,35.6,OK,OP001,,0.4991499168807625,0.47577095160203997,0.46581582033011626,0.3011538461538461,7,1,1,1,0,0.9659258262890683,-0.25881904510252063
2024-01-02 07:30:00,SE_05,138.108,495.96,113.205,42.7,OK,OP013,,0.5042881970681599,0.6139889829693063,0.6878776945972761,0.5196153846153848,7,1,1,1,0,0.9659258262890683,-0.25881904510252063
2024-01-02 08:00:00,SE_04,141.826,464.1,103.285,48.0,OK,OP001,,0.7852312226084326,0.5373508611565477,0.6239675810795139,0.6826923076923077,8,1,1,1,0,0.8660254037844387,-0.4999999999999998
2024-01-02 08:30:00,SE_03,137.0,511.53,81.91,43.7,OK,OP007,,0.420564455191176,0.6514420763975753,0.48625803708332793,0.5503846153846155,8,1,1,1,0,0.8660254037844387,-0.4999999999999998
2024-01-02 09:00:00,SE_04,135.81,425.54,103.741,35.9,OK,OP009,,0.33064455191174424,0.4445961223900704,0.626905384684766,0.31038461538461526,9,1,1,1,0,0.7071067811865476,-0.7071067811865475
2024-01-02 09:30:00,SE_06,139.881,376.59,72.781,43.3,OK,OP014,,0.6382612966601187,0.32684860001924365,0.4274439820123955,0.5380769230769229,9,1,1,1,0,0.7071067811865476,-0.7071067811865475
2024-01-02 10:00:00,SE_08,137.265,448.2,88.565,40.3,OK,OP009,,0.4405886353332331,0.4991039642066776,0.5291332190854153,0.4457692307692307,10,1,1,1,0,0.49999999999999994,-0.8660254037844387
2024-01-02 10:30:00,SE_02,139.216,489.7,70.484,58.3125,OK,OP012,,0.5880119389451437,0.5989307707110555,0.41264544060611524,1.0,10,1,1,1,0,0.49999999999999994,-0.8660254037844387
2024-01-02 11:00:00,SE_02,139.121,363.07,93.318,46.8,OK,OP002,,0.5808334592715756,0.2943267102857692,0.5597546676287544,0.6457692307692307,11,1,1,1,0,0.258819045102521,-0.9659258262890682
2024-01-02 11:30:00,SE_04,141.102,460.01,112.076,48.0,OK,OP002,,0.7305236512014517,0.5275125084191282,0.680604053653571,0.6826923076923077,11,1,1,1,0,0.258819045102521,-0.9659258262890682
2024-01-02 12:00:00,SE_02,138.905,516.2,115.35,46.1,OK,OP005,,0.564511863382199,0.6626755989608392,0.7016969681351389,0.6242307692307694,12,1,1,1,0,1.2246467991473532e-16,-1.0
2024-01-02 12:30:00,SE_05,138.236,412.77,108.206,41.3,OK,OP004,,0.5139602538914918,0.4138783315693255,0.6556713783195248,0.47653846153846136,12,1,1,1,0,1.2246467991473532e-16,-1.0
2024-01-02 13:00:00,SE_06,136.935,542.53,80.92,44.7,OK,OP001,,0.415652863835577,0.7260114981237372,0.4798799108350835,0.5811538461538464,13,1,1,1,0,-0.2588190451025208,-0.9659258262890683
2024-01-02 13:30:00,SE_05,141.462,497.41,83.739,39.5,OK,OP011,,0.7577263110170769,0.6174769075339172,0.4980414642631653,0.4211538461538462,13,1,1,1,0,-0.2588190451025208,-0.9659258262890683
2024-01-02 14:00:00,SE_04,142.173,593.74,81.417,41.3,OK,OP012,,0.8114515641529412,0.8491953718849229,0.4830818590627376,0.47653846153846136,14,1,1,1,0,-0.4999999999999997,-0.8660254037844388
2024-01-02 14:30:00,SE_01,137.949,541.42,103.835,34.9,OK,OP012,,0.4922736889829249,0.7233414317328971,0.6275109845507608,0.2796153846153846,14,1,1,1,0,-0.4999999999999997,-0.8660254037844388
2024-01-02 15:00:00,SE_01,139.19,622.73,91.583,31.5,OK,OP010,,0.5860473024029034,0.918929808524969,0.5485768403149119,0.17500000000000004,15,1,1,1,0,-0.7071067811865471,-0.7071067811865479
2024-01-02 15:30:00,SE_02,133.782,506.41,99.782,41.8,OK,OP004,,0.1774029016170502,0.6391260944866738,0.6013993222435542,0.4919230769230769,15,1,1,1,0,-0.7071067811865471,-0.7071067811865479
2024-01-02 16:00:00,SE_03,141.178,392.51,93.04,31.2,OK,OP002,,0.7362664349403065,0.3651436062734532,0.5579636382378332,0.16576923076923078,16,1,1,1,0,-0.8660254037844384,-0.5000000000000004
2024-01-02 16:30:00,SE_02,141.67,463.94,99.433,34.1,OK,OP007,,0.7734434033549942,0.536965986721832,0.599150871677254,0.2550000000000001,16,1,1,1,0,-0.8660254037844384,-0.5000000000000004
2024-01-02 17:00:00,SE_01,135.792,405.47,98.598,35.6,OK,OP003,,0.32928441892096316,0.3963184354854229,0.5937713409527245,0.3011538461538461,17,1,1,1,0,-0.9659258262890683,-0.25881904510252063
2024-01-02 17:30:00,SE_04,140.192,392.4,115.738,41.3,AVISO,OP010,,0.6617613722230633,0.36487900509958615,0.7041966782203095,0.47653846153846136,17,1,1,1,0,-0.9659258262890683,-0.25881904510252063
2024-01-02 18:00:00,SE_01,139.603,532.65,92.353,37.0,OK,OP001,,0.6172547982469414,0.7022455017800443,0.5535376051746576,0.3442307692307691,18,1,1,1,0,-1.0,-1.8369701987210297e-16
2024-01-02 18:30:00,SE_08,138.471,368.83,60.95,52.9,OK,OP002,,0.5317175457155834,0.3081821899355335,0.35122215206999186,0.8334615384615385,18,1,1,1,0,-1.0,-1.8369701987210297e-16
2024-01-02 19:00:00,SE_06,138.046,316.89,98.018,35.1,OK,OP002,,0.49960329454435737,0.18324232656595774,0.5900346609285005,0.2857692307692308,19,1,1,1,0,-0.9659258262890684,0.2588190451025203
2024-01-02 19:30:00,SE_04,141.879,564.67,98.743,48.0,OK,OP012,,0.7892360586368454,0.7792684980275185,0.5947055109587805,0.6826923076923077,19,1,1,1,0,-0.9659258262890684,0.2588190451025203
2024-01-02 20:00:00,SE_04,135.001,480.06,83.928,44.6,OK,OP001,,0.26951413027051885,0.5757420860194363,0.49925910654692107,0.5780769230769232,20,1,1,1,0,-0.8660254037844386,0.5000000000000001
2024-01-02 20:30:00,SE_03,136.242,433.5,123.985,25.8125,AVISO,OP005,,0.36328774369049555,0.4637436255171751,0.7573284026337151,0.0,20,1,1,1,0,-0.8660254037844386,0.5000000000000001
2024-01-02 21:00:00,SE_01,137.872,479.08,82.3,48.4,OK,OP008,,0.48645534230013965,0.5733847301068028,0.4887706322720302,0.6950000000000001,21,1,1,1,0,-0.7071067811865477,0.7071067811865474
2024-01-02 21:30:00,SE_07,134.544,343.83,69.303,44.5,OK,OP013,,0.2349818648934594,0.24804555951120932,0.40503678697058326,0.575,21,1,1,1,0,-0.7071067811865477,0.7071067811865474
2024-01-02 22:00:00,SE_06,138.492,479.13,80.094,44.3,OK,OP010,,0.533304367538161,0.5735050033676513,0.4745583630764473,0.5688461538461538,22,1,1,1,0,-0.5000000000000004,0.8660254037844384
2024-01-02 22:30:00,SE_01,136.359,352.14,96.64,35.1,OK,OP009,,0.37212860813057524,0.2680349754642547,0.5811568245950856,0.2857692307692308,22,1,1,1,0,-0.5000000000000004,0.8660254037844384
2024-01-02 23:00:00,SE_03,138.05,448.395,94.97728115384616,37.4,OK,OP011,,0.4999055463200879,0.4995730299239872,0.5704446723565962,0.35653846153846147,23,1,1,1,0,-0.25881904510252157,0.9659258262890681
2024-01-02 23:30:00,SE_04,135.363,504.95,90.68,37.5,OK,OP014,,0.2968679159740084,0.6356141152698932,0.5427592160703012,0.35961538461538467,23,1,1,1,0,-0.25881904510252157,0.9659258262890681
2024-01-03 00:00:00,SE_03,136.46,480.03,102.869,43.5,OK,OP003,,0.37976046546773645,0.575669922062927,0.6212874795448982,0.5442307692307693,0,2,1,1,0,0.0,1.0
2024-01-03 00:30:00,SE_04,137.52,407.34,94.01,49.4,OK,OP001,,0.45985718603597014,0.4008166554411623,0.5642129134507596,0.7257692307692307,0,2,1,1,0,0.0,1.0
2024-01-03 01:00:00,SE_03,138.676,390.15,132.403,44.9,OK,OP009,,0.5472079492217023,0.35946670836139705,0.8115618033990902,0.5873076923076923,1,2,1,1,0,0.25881904510252074,0.9659258262890683
2024-01-03 01:30:00,SE_05,137.752,546.59,119.238,40.0,OK,OP013,,0.4773877890282634,0.7357776869046476,0.7267456094009715,0.43653846153846154,1,2,1,1,0,0.25881904510252074,0.9659258262890683
2024-01-03 02:00:00,SE_01,138.05,448.395,94.97728115384616,41.4,OK,OP001,,0.4999055463200879,0.4995730299239872,0.5704446723565962,0.47961538461538455,2,2,1,1,0,0.49999999999999994,0.8660254037844387
2024-01-03 02:30:00,SE_04,144.436,512.8,110.566,37.4,OK,OP013,,0.982450506271725,0.6544970172231309,0.6708758004870569,0.35653846153846147,2,2,1,1,0,0.49999999999999994,0.8660254037844387
2024-01-03 03:00:00,SE_03,138.05,448.395,94.97728115384616,32.4,OK,OP004,,0.4999055463200879,0.4995730299239872,0.5704446723565962,0.20269230769230762,3,2,1,1,0,0.7071067811865475,0.7071067811865476
2024-01-03 03:30:00,SE_04,138.918,518.76,75.322,43.3,OK,OP011,,0.5654941816533192,0.6688335899162899,0.4438145060495561,0.5380769230769229,3,2,1,1,0,0.7071067811865475,0.7071067811865476
2024-01-03 04:00:00,SE_06,140.996,406.33,111.187,46.0,OK,OP006,,0.7225139791446296,0.39838713557201955,0.674876625133683,0.6211538461538462,4,2,1,1,0,0.8660254037844386,0.5000000000000001
2024-01-03 04:30:00,SE_06,135.442,441.22,93.696,49.1,OK,OP004,,0.3028373885446598,0.48231381699220643,0.5621899521962659,0.7165384615384616,4,2,1,1,0,0.8660254037844386,0.5000000000000001
2024-01-03 05:00:00,SE_06,134.695,597.29,93.298,37.9,OK,OP013,,0.24639186942723512,0.8577347734051767,0.5596258165934364,0.3719230769230768,5,2,1,1,0,0.9659258262890683,0.25881904510252074
2024-01-03 05:30:00,SE_06,134.719,463.27,63.209,40.9,AVISO,OP005,,0.2482053800816093,0.5353543250264602,0.36577587650916776,0.4642307692307692,5,2,1,1,0,0.9659258262890683,0.25881904510252074
2024-01-03 06:00:00,SE_02,136.316,409.82,94.566,31.9,OK,OP006,,0.368879401541486,0.4067822091792552,0.5677949722326019,0.1873076923076923,6,2,1,1,0,1.0,6.123233995736766e-17
2024-01-03 06:30:00,SE_05,138.779,526.42,102.618,48.5,OK,OP006,,0.5549909324467297,0.6872594534783026,0.6196703990516563,0.698076923076923,6,2,1,1,0,1.0,6.123233995736766e-17
2024-01-03 07:00:00,SE_05,139.915,479.07,89.227,38.3,OK,OP013,,0.6408304367538165,0.5733606754546331,0.5333981883544434,0.38423076923076915,7,2,1,1,0,0.9659258262890683,-0.25881904510252063
2024-01-03 07:30:00,SE_02,137.144,405.69,59.327,38.2,OK,OP008,,0.43144551911742646,0.3968476378331569,0.3407658905539306,0.3811538461538462,7,2,1,1,0,0.9659258262890683,-0.25881904510252063
2024-01-03 08:00:00,SE_06,138.05,448.395,94.97728115384616,32.5,OK,OP006,,0.4999055463200879,0.4995730299239872,0.5704446723565962,0.2057692307692307,8,2,1,1,0,0.8660254037844387,-0.4999999999999998
2024-01-03 08:30:00,SE_06,138.34,505.86,85.286,31.0,OK,OP014,,0.5218188000604531,0.6378030886173388,0.5080080918450179,0.1596153846153846,8,2,1,1,0,0.8660254037844387,-0.4999999999999998
2024-01-03 09:00:00,SE_08,137.42,326.36,92.538,46.1,OK,OP012,,0.45230089164273934,0.20602208217069173,0.5547294772513497,0.6242307692307694,9,2,1,1,0,0.7071067811865476,-0.7071067811865475
2024-01-03 09:30:00,SE_07,139.645,454.07,113.324,41.8,OK,OP006,,0.6204284418920984,0.5132240450303088,0.6886443582574185,0.4919230769230769,9,2,1,1,0,0.7071067811865476,-0.7071067811865475
2024-01-03 10:00:00,SE_08,140.99,498.98,101.645,40.1,OK,OP008,,0.7220606014810347,0.6212534879245647,0.6134017961834323,0.43961538461538474,10,2,1,1,0,0.49999999999999994,-0.8660254037844387
2024-01-03 10:30:00,SE_04,133.465,423.56,114.943,42.8,OK,OP012,,0.15344944839051244,0.4398333012604637,0.6990748495664162,0.5226923076923076,10,2,1,1,0,0.49999999999999994,-0.8660254037844387
2024-01-03 11:00:00,SE_07,138.247,395.83,111.919,45.5,OK,OP006,,0.5147914462747494,0.3731297507938035,0.6795925730263243,0.6057692307692308,11,2,1,1,0,0.258819045102521,-0.9659258262890682
2024-01-03 11:30:00,SE_04,133.83,426.77,94.333,52.3,OK,OP014,,0.18102992292580034,0.44755484460694694,0.5662938576711464,0.815,11,2,1,1,0,0.258819045102521,-0.9659258262890682
2024-01-03 12:00:00,SE_05,140.44,592.32,89.878,51.8,OK,OP005,,0.6805009823182715,0.8457796112768213,0.5375922895540466,0.7996153846153846,12,2,1,1,0,1.2246467991473532e-16,-1.0
2024-01-03 12:30:00,SE_05,138.05,448.395,94.97728115384616,47.9,OK,OP011,,0.4999055463200879,0.4995730299239872,0.5704446723565962,0.6796153846153845,12,2,1,1,0,1.2246467991473532e-16,-1.0
2024-01-03 13:00:00,SE_02,134.634,480.37,98.134,35.2,OK,OP009,,0.2417825298473648,0.5764877802366978,0.5907819969333453,0.288846153846154,13,2,1,1,0,-0.2588190451025208,-0.9659258262890683
2024-01-03 13:30:00,SE_08,139.041,453.41,77.097,32.3,OK,OP009,,0.5747884237569902,0.5116364379871069,0.45525003543403464,0.19961538461538453,13,2,1,1,0,-0.2588190451025208,-0.9659258262890683
2024-01-03 14:00:00,SE_07,135.37,309.5,69.7,51.6,OK,OP014,,0.2973968565815355,0.16546593861252756,0.407594480021647,0.7934615384615384,14,2,1,1,0,-0.4999999999999997,-0.8660254037844388
2024-01-03 14:30:00,SE_07,138.528,447.43,85.715,38.4,OK,OP013,,0.5360246335197232,0.49725175598960847,0.5107719465525905,0.38730769230769235,14,2,1,1,0,-0.4999999999999997,-0.8660254037844388
2024-01-03 15:00:00,SE_04,136.242,387.62,81.017,46.2,OK,OP010,,0.36328774369049555,0.3533808813624555,0.48050483835637614,0.6273076923076923,15,2,1,1,0,-0.7071067811865471,-0.7071067811865479
2024-01-03 15:30:00,SE_04,140.918,415.01,110.571,44.8,OK,OP007,,0.7166200695179104,0.4192665736553449,0.6709080132458864,0.5842307692307691,15,2,1,1,0,-0.7071067811865471,-0.7071067811865479
2024-01-03 16:00:00,SE_06,138.118,534.62,99.462,47.3,OK,OP014,,0.5050438265074817,0.7069842682574811,0.5993377056784651,0.661153846153846,16,2,1,1,0,-0.8660254037844384,-0.5000000000000004
